(10000, 4) (10000, 1) (10000, 5)
(583, 5)
Epoch [791 / 5000] train loss: 0.003920, val loss: 0.003967
Epoch [792 / 5000] train loss: 0.003775, val loss: 0.003473
Epoch [793 / 5000] train loss: 0.003473, val loss: 0.003437
Epoch [794 / 5000] train loss: 0.003380, val loss: 0.003664
Epoch [795 / 5000] train loss: 0.003521, val loss: 0.003715
Epoch [796 / 5000] train loss: 0.003730, val loss: 0.004037
Epoch [797 / 5000] train loss: 0.003835, val loss: 0.003735
Epoch [798 / 5000] train loss: 0.003792, val loss: 0.003713
Epoch [799 / 5000] train loss: 0.003567, val loss: 0.003408
Epoch [800 / 5000] train loss: 0.003372, val loss: 0.003424
Epoch [801 / 5000] train loss: 0.003379, val loss: 0.003669
Epoch [802 / 5000] train loss: 0.003521, val loss: 0.003590
Epoch [803 / 5000] train loss: 0.003610, val loss: 0.003738
Epoch [804 / 5000] train loss: 0.003579, val loss: 0.003465
Epoch [805 / 5000] train loss: 0.003469, val loss: 0.003421
Epoch [806 / 5000] train loss: 0.003331, val loss: 0.003430
Epoch [807 / 5000] train loss: 0.003325, val loss: 0.003428
Epoch [808 / 5000] train loss: 0.003415, val loss: 0.003649
Epoch [809 / 5000] train loss: 0.003499, val loss: 0.003491
Epoch [810 / 5000] train loss: 0.003488, val loss: 0.003517
Epoch [811 / 5000] train loss: 0.003399, val loss: 0.003323
Epoch [812 / 5000] train loss: 0.003311, val loss: 0.003304
Epoch [813 / 5000] train loss: 0.003268, val loss: 0.003353
Epoch [814 / 5000] train loss: 0.003280, val loss: 0.003332
Epoch [815 / 5000] train loss: 0.003323, val loss: 0.003464
Epoch [816 / 5000] train loss: 0.003343, val loss: 0.003345
Epoch [817 / 5000] train loss: 0.003321, val loss: 0.003388
Epoch [818 / 5000] train loss: 0.003284, val loss: 0.003294
Epoch [819 / 5000] train loss: 0.003252, val loss: 0.003293
Epoch [820 / 5000] train loss: 0.003219, val loss: 0.003285
Epoch [821 / 5000] train loss: 0.003209, val loss: 0.003266
Epoch [822 / 5000] train loss: 0.003236, val loss: 0.003372
Epoch [823 / 5000] train loss: 0.003285, val loss: 0.003323
Epoch [824 / 5000] train loss: 0.003331, val loss: 0.003509
Epoch [825 / 5000] train loss: 0.003383, val loss: 0.003422
Epoch [826 / 5000] train loss: 0.003437, val loss: 0.003626
Epoch [827 / 5000] train loss: 0.003450, val loss: 0.003359
Epoch [828 / 5000] train loss: 0.003351, val loss: 0.003344
Epoch [829 / 5000] train loss: 0.003234, val loss: 0.003231
Epoch [830 / 5000] train loss: 0.003163, val loss: 0.003241
Epoch [831 / 5000] train loss: 0.003169, val loss: 0.003344
Epoch [832 / 5000] train loss: 0.003214, val loss: 0.003313
Epoch [833 / 5000] train loss: 0.003276, val loss: 0.003527
Epoch [834 / 5000] train loss: 0.003357, val loss: 0.003459
Epoch [835 / 5000] train loss: 0.003488, val loss: 0.003665
Epoch [836 / 5000] train loss: 0.003491, val loss: 0.003410
Epoch [837 / 5000] train loss: 0.003415, val loss: 0.003363
Epoch [838 / 5000] train loss: 0.003229, val loss: 0.003233
Epoch [839 / 5000] train loss: 0.003142, val loss: 0.003257
Epoch [840 / 5000] train loss: 0.003185, val loss: 0.003464
Epoch [841 / 5000] train loss: 0.003313, val loss: 0.003480
Epoch [842 / 5000] train loss: 0.003474, val loss: 0.003798
Epoch [843 / 5000] train loss: 0.003578, val loss: 0.003506
Epoch [844 / 5000] train loss: 0.003571, val loss: 0.003482
Epoch [845 / 5000] train loss: 0.003359, val loss: 0.003173
Epoch [846 / 5000] train loss: 0.003154, val loss: 0.003180
Epoch [847 / 5000] train loss: 0.003149, val loss: 0.003436
Epoch [848 / 5000] train loss: 0.003289, val loss: 0.003498
Epoch [849 / 5000] train loss: 0.003489, val loss: 0.003723
Epoch [850 / 5000] train loss: 0.003547, val loss: 0.003427
Epoch [851 / 5000] train loss: 0.003442, val loss: 0.003353
Epoch [852 / 5000] train loss: 0.003220, val loss: 0.003168
Epoch [853 / 5000] train loss: 0.003089, val loss: 0.003201
Epoch [854 / 5000] train loss: 0.003156, val loss: 0.003470
Epoch [855 / 5000] train loss: 0.003309, val loss: 0.003410
Epoch [856 / 5000] train loss: 0.003403, val loss: 0.003551
Epoch [857 / 5000] train loss: 0.003371, val loss: 0.003270
Epoch [858 / 5000] train loss: 0.003255, val loss: 0.003198
Epoch [859 / 5000] train loss: 0.003093, val loss: 0.003159
Epoch [860 / 5000] train loss: 0.003067, val loss: 0.003192
Epoch [861 / 5000] train loss: 0.003163, val loss: 0.003459
Epoch [862 / 5000] train loss: 0.003298, val loss: 0.003362
Epoch [863 / 5000] train loss: 0.003342, val loss: 0.003388
Epoch [864 / 5000] train loss: 0.003228, val loss: 0.003118
Epoch [865 / 5000] train loss: 0.003091, val loss: 0.003097
Epoch [866 / 5000] train loss: 0.003031, val loss: 0.003168
Epoch [867 / 5000] train loss: 0.003069, val loss: 0.003184
Epoch [868 / 5000] train loss: 0.003145, val loss: 0.003338
Epoch [869 / 5000] train loss: 0.003182, val loss: 0.003206
Epoch [870 / 5000] train loss: 0.003172, val loss: 0.003259
Epoch [871 / 5000] train loss: 0.003133, val loss: 0.003100
Epoch [872 / 5000] train loss: 0.003062, val loss: 0.003101
Epoch [873 / 5000] train loss: 0.003004, val loss: 0.003066
Epoch [874 / 5000] train loss: 0.002979, val loss: 0.003070
Epoch [875 / 5000] train loss: 0.003000, val loss: 0.003186
Epoch [876 / 5000] train loss: 0.003046, val loss: 0.003140
Epoch [877 / 5000] train loss: 0.003111, val loss: 0.003271
Epoch [878 / 5000] train loss: 0.003140, val loss: 0.003120
Epoch [879 / 5000] train loss: 0.003105, val loss: 0.003212
Epoch [880 / 5000] train loss: 0.003074, val loss: 0.003101
Epoch [881 / 5000] train loss: 0.003037, val loss: 0.003118
Epoch [882 / 5000] train loss: 0.002993, val loss: 0.003046
Epoch [883 / 5000] train loss: 0.002970, val loss: 0.003057
Epoch [884 / 5000] train loss: 0.002951, val loss: 0.003052
Epoch [885 / 5000] train loss: 0.002939, val loss: 0.003045
Epoch [886 / 5000] train loss: 0.002957, val loss: 0.003116
Epoch [887 / 5000] train loss: 0.002982, val loss: 0.003080
Epoch [888 / 5000] train loss: 0.003006, val loss: 0.003232
Epoch [889 / 5000] train loss: 0.003065, val loss: 0.003172
Epoch [890 / 5000] train loss: 0.003135, val loss: 0.003337
Epoch [891 / 5000] train loss: 0.003151, val loss: 0.003140
Epoch [892 / 5000] train loss: 0.003109, val loss: 0.003127
Epoch [893 / 5000] train loss: 0.003002, val loss: 0.003018
Epoch [894 / 5000] train loss: 0.002921, val loss: 0.003038
Epoch [895 / 5000] train loss: 0.002925, val loss: 0.003126
Epoch [896 / 5000] train loss: 0.002964, val loss: 0.003113
Epoch [897 / 5000] train loss: 0.003049, val loss: 0.003305
Epoch [898 / 5000] train loss: 0.003131, val loss: 0.003174
Epoch [899 / 5000] train loss: 0.003159, val loss: 0.003371
Epoch [900 / 5000] train loss: 0.003179, val loss: 0.003171
Epoch [901 / 5000] train loss: 0.003127, val loss: 0.003166
Epoch [902 / 5000] train loss: 0.003009, val loss: 0.003003
Epoch [903 / 5000] train loss: 0.002928, val loss: 0.002995
Epoch [904 / 5000] train loss: 0.002891, val loss: 0.003028
Epoch [905 / 5000] train loss: 0.002891, val loss: 0.003037
Epoch [906 / 5000] train loss: 0.002937, val loss: 0.003143
Epoch [907 / 5000] train loss: 0.002975, val loss: 0.003069
Epoch [908 / 5000] train loss: 0.003005, val loss: 0.003171
Epoch [909 / 5000] train loss: 0.003012, val loss: 0.003069
Epoch [910 / 5000] train loss: 0.003007, val loss: 0.003180
Epoch [911 / 5000] train loss: 0.002999, val loss: 0.003031
Epoch [912 / 5000] train loss: 0.002970, val loss: 0.003066
Epoch [913 / 5000] train loss: 0.002929, val loss: 0.002969
Epoch [914 / 5000] train loss: 0.002907, val loss: 0.002999
Epoch [915 / 5000] train loss: 0.002879, val loss: 0.002931
Epoch [916 / 5000] train loss: 0.002844, val loss: 0.002954
Epoch [917 / 5000] train loss: 0.002839, val loss: 0.002968
Epoch [918 / 5000] train loss: 0.002836, val loss: 0.002944
Epoch [919 / 5000] train loss: 0.002842, val loss: 0.002986
Epoch [920 / 5000] train loss: 0.002857, val loss: 0.002963
Epoch [921 / 5000] train loss: 0.002878, val loss: 0.003063
Epoch [922 / 5000] train loss: 0.002891, val loss: 0.002993
Epoch [923 / 5000] train loss: 0.002909, val loss: 0.003079
Epoch [924 / 5000] train loss: 0.002922, val loss: 0.003001
Epoch [925 / 5000] train loss: 0.002965, val loss: 0.003141
Epoch [926 / 5000] train loss: 0.002984, val loss: 0.003118
Epoch [927 / 5000] train loss: 0.003067, val loss: 0.003321
Epoch [928 / 5000] train loss: 0.003122, val loss: 0.003207
Epoch [929 / 5000] train loss: 0.003176, val loss: 0.003211
Epoch [930 / 5000] train loss: 0.003044, val loss: 0.002951
Epoch [931 / 5000] train loss: 0.002863, val loss: 0.002945
Epoch [932 / 5000] train loss: 0.002811, val loss: 0.003020
Epoch [933 / 5000] train loss: 0.002861, val loss: 0.003071
Epoch [934 / 5000] train loss: 0.002999, val loss: 0.003417
Epoch [935 / 5000] train loss: 0.003217, val loss: 0.003543
Epoch [936 / 5000] train loss: 0.003533, val loss: 0.003813
Epoch [937 / 5000] train loss: 0.003558, val loss: 0.003248
Epoch [938 / 5000] train loss: 0.003256, val loss: 0.003032
Epoch [939 / 5000] train loss: 0.002888, val loss: 0.002985
Epoch [940 / 5000] train loss: 0.002836, val loss: 0.003214
Epoch [941 / 5000] train loss: 0.003131, val loss: 0.003626
Epoch [942 / 5000] train loss: 0.003426, val loss: 0.003618
Epoch [943 / 5000] train loss: 0.003557, val loss: 0.003496
Epoch [944 / 5000] train loss: 0.003266, val loss: 0.002968
Epoch [945 / 5000] train loss: 0.002912, val loss: 0.002903
Epoch [946 / 5000] train loss: 0.002827, val loss: 0.003203
Epoch [947 / 5000] train loss: 0.003044, val loss: 0.003198
Epoch [948 / 5000] train loss: 0.003156, val loss: 0.003214
Epoch [949 / 5000] train loss: 0.003017, val loss: 0.002956
Epoch [950 / 5000] train loss: 0.002837, val loss: 0.002914
Epoch [951 / 5000] train loss: 0.002768, val loss: 0.002978
Epoch [952 / 5000] train loss: 0.002816, val loss: 0.003001
Epoch [953 / 5000] train loss: 0.002925, val loss: 0.003115
Epoch [954 / 5000] train loss: 0.002953, val loss: 0.002933
Epoch [955 / 5000] train loss: 0.002883, val loss: 0.002891
Epoch [956 / 5000] train loss: 0.002768, val loss: 0.002880
Epoch [957 / 5000] train loss: 0.002750, val loss: 0.002923
Epoch [958 / 5000] train loss: 0.002819, val loss: 0.003072
Epoch [959 / 5000] train loss: 0.002918, val loss: 0.003069
Epoch [960 / 5000] train loss: 0.002987, val loss: 0.003138
Epoch [961 / 5000] train loss: 0.002950, val loss: 0.002930
Epoch [962 / 5000] train loss: 0.002847, val loss: 0.002915
Epoch [963 / 5000] train loss: 0.002752, val loss: 0.002848
Epoch [964 / 5000] train loss: 0.002714, val loss: 0.002859
Epoch [965 / 5000] train loss: 0.002760, val loss: 0.003008
Epoch [966 / 5000] train loss: 0.002845, val loss: 0.003002
Epoch [967 / 5000] train loss: 0.002908, val loss: 0.003054
Epoch [968 / 5000] train loss: 0.002865, val loss: 0.002872
Epoch [969 / 5000] train loss: 0.002778, val loss: 0.002852
Epoch [970 / 5000] train loss: 0.002714, val loss: 0.002843
Epoch [971 / 5000] train loss: 0.002702, val loss: 0.002849
Epoch [972 / 5000] train loss: 0.002729, val loss: 0.002955
Epoch [973 / 5000] train loss: 0.002778, val loss: 0.002898
Epoch [974 / 5000] train loss: 0.002808, val loss: 0.002946
Epoch [975 / 5000] train loss: 0.002797, val loss: 0.002833
Epoch [976 / 5000] train loss: 0.002747, val loss: 0.002848
Epoch [977 / 5000] train loss: 0.002703, val loss: 0.002819
Epoch [978 / 5000] train loss: 0.002673, val loss: 0.002822
Epoch [979 / 5000] train loss: 0.002685, val loss: 0.002880
Epoch [980 / 5000] train loss: 0.002716, val loss: 0.002855
Epoch [981 / 5000] train loss: 0.002745, val loss: 0.002975
Epoch [982 / 5000] train loss: 0.002797, val loss: 0.002925
Epoch [983 / 5000] train loss: 0.002856, val loss: 0.003038
Epoch [984 / 5000] train loss: 0.002855, val loss: 0.002918
Epoch [985 / 5000] train loss: 0.002832, val loss: 0.002940
Epoch [986 / 5000] train loss: 0.002774, val loss: 0.002826
Epoch [987 / 5000] train loss: 0.002704, val loss: 0.002812
Epoch [988 / 5000] train loss: 0.002657, val loss: 0.002799
Epoch [989 / 5000] train loss: 0.002649, val loss: 0.002793
Epoch [990 / 5000] train loss: 0.002662, val loss: 0.002845
Epoch [991 / 5000] train loss: 0.002678, val loss: 0.002815
Epoch [992 / 5000] train loss: 0.002708, val loss: 0.002864
Epoch [993 / 5000] train loss: 0.002715, val loss: 0.002791
Epoch [994 / 5000] train loss: 0.002713, val loss: 0.002836
Epoch [995 / 5000] train loss: 0.002695, val loss: 0.002793
Epoch [996 / 5000] train loss: 0.002675, val loss: 0.002832
Epoch [997 / 5000] train loss: 0.002659, val loss: 0.002808
Epoch [998 / 5000] train loss: 0.002648, val loss: 0.002817
Epoch [999 / 5000] train loss: 0.002637, val loss: 0.002774
Epoch [1000 / 5000] train loss: 0.002629, val loss: 0.002771
Epoch [1001 / 5000] train loss: 0.002625, val loss: 0.002741
Epoch [1002 / 5000] train loss: 0.002617, val loss: 0.002764
Epoch [1003 / 5000] train loss: 0.002614, val loss: 0.002755
Epoch [1004 / 5000] train loss: 0.002619, val loss: 0.002777
Epoch [1005 / 5000] train loss: 0.002618, val loss: 0.002744
Epoch [1006 / 5000] train loss: 0.002622, val loss: 0.002809
Epoch [1007 / 5000] train loss: 0.002653, val loss: 0.002811
Epoch [1008 / 5000] train loss: 0.002714, val loss: 0.002958
Epoch [1009 / 5000] train loss: 0.002773, val loss: 0.002970
Epoch [1010 / 5000] train loss: 0.002874, val loss: 0.003186
Epoch [1011 / 5000] train loss: 0.002973, val loss: 0.003191
Epoch [1012 / 5000] train loss: 0.003126, val loss: 0.003275
Epoch [1013 / 5000] train loss: 0.003088, val loss: 0.003003
Epoch [1014 / 5000] train loss: 0.002938, val loss: 0.002898
Epoch [1015 / 5000] train loss: 0.002721, val loss: 0.002750
Epoch [1016 / 5000] train loss: 0.002593, val loss: 0.002817
Epoch [1017 / 5000] train loss: 0.002665, val loss: 0.003039
Epoch [1018 / 5000] train loss: 0.002834, val loss: 0.003174
Epoch [1019 / 5000] train loss: 0.003068, val loss: 0.003425
Epoch [1020 / 5000] train loss: 0.003173, val loss: 0.003226
Epoch [1021 / 5000] train loss: 0.003187, val loss: 0.003108
Epoch [1022 / 5000] train loss: 0.002920, val loss: 0.002744
Epoch [1023 / 5000] train loss: 0.002655, val loss: 0.002734
Epoch [1024 / 5000] train loss: 0.002623, val loss: 0.002981
Epoch [1025 / 5000] train loss: 0.002791, val loss: 0.003116
Epoch [1026 / 5000] train loss: 0.002981, val loss: 0.003189
Epoch [1027 / 5000] train loss: 0.002983, val loss: 0.003000
Epoch [1028 / 5000] train loss: 0.002893, val loss: 0.002881
Epoch [1029 / 5000] train loss: 0.002701, val loss: 0.002722
Epoch [1030 / 5000] train loss: 0.002587, val loss: 0.002739
Epoch [1031 / 5000] train loss: 0.002599, val loss: 0.002891
Epoch [1032 / 5000] train loss: 0.002684, val loss: 0.002883
Epoch [1033 / 5000] train loss: 0.002751, val loss: 0.002915
Epoch [1034 / 5000] train loss: 0.002750, val loss: 0.002815
Epoch [1035 / 5000] train loss: 0.002706, val loss: 0.002780
Epoch [1036 / 5000] train loss: 0.002613, val loss: 0.002698
Epoch [1037 / 5000] train loss: 0.002555, val loss: 0.002704
Epoch [1038 / 5000] train loss: 0.002559, val loss: 0.002799
Epoch [1039 / 5000] train loss: 0.002603, val loss: 0.002807
Epoch [1040 / 5000] train loss: 0.002659, val loss: 0.002891
Epoch [1041 / 5000] train loss: 0.002684, val loss: 0.002816
Epoch [1042 / 5000] train loss: 0.002687, val loss: 0.002819
Epoch [1043 / 5000] train loss: 0.002641, val loss: 0.002707
Epoch [1044 / 5000] train loss: 0.002576, val loss: 0.002712
Epoch [1045 / 5000] train loss: 0.002542, val loss: 0.002698
Epoch [1046 / 5000] train loss: 0.002530, val loss: 0.002705
Epoch [1047 / 5000] train loss: 0.002544, val loss: 0.002760
Epoch [1048 / 5000] train loss: 0.002575, val loss: 0.002753
Epoch [1049 / 5000] train loss: 0.002596, val loss: 0.002796
Epoch [1050 / 5000] train loss: 0.002595, val loss: 0.002730
Epoch [1051 / 5000] train loss: 0.002591, val loss: 0.002737
Epoch [1052 / 5000] train loss: 0.002554, val loss: 0.002685
Epoch [1053 / 5000] train loss: 0.002524, val loss: 0.002691
Epoch [1054 / 5000] train loss: 0.002510, val loss: 0.002692
Epoch [1055 / 5000] train loss: 0.002508, val loss: 0.002699
Epoch [1056 / 5000] train loss: 0.002530, val loss: 0.002788
Epoch [1057 / 5000] train loss: 0.002578, val loss: 0.002806
Epoch [1058 / 5000] train loss: 0.002668, val loss: 0.002950
Epoch [1059 / 5000] train loss: 0.002735, val loss: 0.002921
Epoch [1060 / 5000] train loss: 0.002795, val loss: 0.002940
Epoch [1061 / 5000] train loss: 0.002724, val loss: 0.002810
Epoch [1062 / 5000] train loss: 0.002644, val loss: 0.002764
Epoch [1063 / 5000] train loss: 0.002554, val loss: 0.002663
Epoch [1064 / 5000] train loss: 0.002497, val loss: 0.002666
Epoch [1065 / 5000] train loss: 0.002496, val loss: 0.002728
Epoch [1066 / 5000] train loss: 0.002519, val loss: 0.002754
Epoch [1067 / 5000] train loss: 0.002572, val loss: 0.002829
Epoch [1068 / 5000] train loss: 0.002606, val loss: 0.002783
Epoch [1069 / 5000] train loss: 0.002648, val loss: 0.002858
Epoch [1070 / 5000] train loss: 0.002653, val loss: 0.002797
Epoch [1071 / 5000] train loss: 0.002664, val loss: 0.002814
Epoch [1072 / 5000] train loss: 0.002602, val loss: 0.002708
Epoch [1073 / 5000] train loss: 0.002543, val loss: 0.002705
Epoch [1074 / 5000] train loss: 0.002499, val loss: 0.002664
Epoch [1075 / 5000] train loss: 0.002471, val loss: 0.002667
Epoch [1076 / 5000] train loss: 0.002474, val loss: 0.002678
Epoch [1077 / 5000] train loss: 0.002475, val loss: 0.002695
Epoch [1078 / 5000] train loss: 0.002515, val loss: 0.002764
Epoch [1079 / 5000] train loss: 0.002534, val loss: 0.002760
Epoch [1080 / 5000] train loss: 0.002589, val loss: 0.002807
Epoch [1081 / 5000] train loss: 0.002609, val loss: 0.002762
Epoch [1082 / 5000] train loss: 0.002636, val loss: 0.002881
Epoch [1083 / 5000] train loss: 0.002659, val loss: 0.002863
Epoch [1084 / 5000] train loss: 0.002712, val loss: 0.002964
Epoch [1085 / 5000] train loss: 0.002730, val loss: 0.002824
Epoch [1086 / 5000] train loss: 0.002676, val loss: 0.002798
Epoch [1087 / 5000] train loss: 0.002575, val loss: 0.002682
Epoch [1088 / 5000] train loss: 0.002467, val loss: 0.002703
Epoch [1089 / 5000] train loss: 0.002460, val loss: 0.002707
Epoch [1090 / 5000] train loss: 0.002471, val loss: 0.002725
Epoch [1091 / 5000] train loss: 0.002537, val loss: 0.002813
Epoch [1092 / 5000] train loss: 0.002581, val loss: 0.002854
Epoch [1093 / 5000] train loss: 0.002686, val loss: 0.002938
Epoch [1094 / 5000] train loss: 0.002691, val loss: 0.002755
Epoch [1095 / 5000] train loss: 0.002610, val loss: 0.002721
Epoch [1096 / 5000] train loss: 0.002517, val loss: 0.002634
Epoch [1097 / 5000] train loss: 0.002449, val loss: 0.002648
Epoch [1098 / 5000] train loss: 0.002435, val loss: 0.002653
Epoch [1099 / 5000] train loss: 0.002435, val loss: 0.002666
Epoch [1100 / 5000] train loss: 0.002478, val loss: 0.002768
Epoch [1101 / 5000] train loss: 0.002528, val loss: 0.002784
Epoch [1102 / 5000] train loss: 0.002609, val loss: 0.002887
Epoch [1103 / 5000] train loss: 0.002641, val loss: 0.002819
Epoch [1104 / 5000] train loss: 0.002657, val loss: 0.002851
Epoch [1105 / 5000] train loss: 0.002612, val loss: 0.002736
Epoch [1106 / 5000] train loss: 0.002529, val loss: 0.002700
Epoch [1107 / 5000] train loss: 0.002451, val loss: 0.002620
Epoch [1108 / 5000] train loss: 0.002405, val loss: 0.002617
Epoch [1109 / 5000] train loss: 0.002419, val loss: 0.002669
Epoch [1110 / 5000] train loss: 0.002438, val loss: 0.002690
Epoch [1111 / 5000] train loss: 0.002487, val loss: 0.002750
Epoch [1112 / 5000] train loss: 0.002502, val loss: 0.002684
Epoch [1113 / 5000] train loss: 0.002517, val loss: 0.002719
Epoch [1114 / 5000] train loss: 0.002507, val loss: 0.002693
Epoch [1115 / 5000] train loss: 0.002503, val loss: 0.002745
Epoch [1116 / 5000] train loss: 0.002494, val loss: 0.002691
Epoch [1117 / 5000] train loss: 0.002484, val loss: 0.002734
Epoch [1118 / 5000] train loss: 0.002483, val loss: 0.002701
Epoch [1119 / 5000] train loss: 0.002488, val loss: 0.002760
Epoch [1120 / 5000] train loss: 0.002502, val loss: 0.002707
Epoch [1121 / 5000] train loss: 0.002512, val loss: 0.002810
Epoch [1122 / 5000] train loss: 0.002539, val loss: 0.002793
Epoch [1123 / 5000] train loss: 0.002580, val loss: 0.002848
Epoch [1124 / 5000] train loss: 0.002586, val loss: 0.002741
Epoch [1125 / 5000] train loss: 0.002530, val loss: 0.002758
Epoch [1126 / 5000] train loss: 0.002502, val loss: 0.002651
Epoch [1127 / 5000] train loss: 0.002449, val loss: 0.002656
Epoch [1128 / 5000] train loss: 0.002422, val loss: 0.002575
Epoch [1129 / 5000] train loss: 0.002381, val loss: 0.002584
Epoch [1130 / 5000] train loss: 0.002372, val loss: 0.002586
Epoch [1131 / 5000] train loss: 0.002356, val loss: 0.002607
Epoch [1132 / 5000] train loss: 0.002373, val loss: 0.002620
Epoch [1133 / 5000] train loss: 0.002381, val loss: 0.002629
Epoch [1134 / 5000] train loss: 0.002421, val loss: 0.002750
Epoch [1135 / 5000] train loss: 0.002500, val loss: 0.002849
Epoch [1136 / 5000] train loss: 0.002652, val loss: 0.003074
Epoch [1137 / 5000] train loss: 0.002778, val loss: 0.003035
Epoch [1138 / 5000] train loss: 0.002878, val loss: 0.003081
Epoch [1139 / 5000] train loss: 0.002828, val loss: 0.002856
Epoch [1140 / 5000] train loss: 0.002665, val loss: 0.002731
Epoch [1141 / 5000] train loss: 0.002457, val loss: 0.002584
Epoch [1142 / 5000] train loss: 0.002352, val loss: 0.002580
Epoch [1143 / 5000] train loss: 0.002367, val loss: 0.002689
Epoch [1144 / 5000] train loss: 0.002445, val loss: 0.002777
Epoch [1145 / 5000] train loss: 0.002566, val loss: 0.002945
Epoch [1146 / 5000] train loss: 0.002654, val loss: 0.002897
Epoch [1147 / 5000] train loss: 0.002692, val loss: 0.002929
Epoch [1148 / 5000] train loss: 0.002632, val loss: 0.002761
Epoch [1149 / 5000] train loss: 0.002555, val loss: 0.002710
Epoch [1150 / 5000] train loss: 0.002437, val loss: 0.002573
Epoch [1151 / 5000] train loss: 0.002346, val loss: 0.002583
Epoch [1152 / 5000] train loss: 0.002344, val loss: 0.002636
Epoch [1153 / 5000] train loss: 0.002364, val loss: 0.002710
Epoch [1154 / 5000] train loss: 0.002460, val loss: 0.002786
Epoch [1155 / 5000] train loss: 0.002520, val loss: 0.002814
Epoch [1156 / 5000] train loss: 0.002617, val loss: 0.002890
Epoch [1157 / 5000] train loss: 0.002614, val loss: 0.002796
Epoch [1158 / 5000] train loss: 0.002595, val loss: 0.002751
Epoch [1159 / 5000] train loss: 0.002493, val loss: 0.002585
Epoch [1160 / 5000] train loss: 0.002367, val loss: 0.002564
Epoch [1161 / 5000] train loss: 0.002324, val loss: 0.002622
Epoch [1162 / 5000] train loss: 0.002347, val loss: 0.002675
Epoch [1163 / 5000] train loss: 0.002436, val loss: 0.002765
Epoch [1164 / 5000] train loss: 0.002509, val loss: 0.002786
Epoch [1165 / 5000] train loss: 0.002607, val loss: 0.002857
Epoch [1166 / 5000] train loss: 0.002593, val loss: 0.002749
Epoch [1167 / 5000] train loss: 0.002553, val loss: 0.002725
Epoch [1168 / 5000] train loss: 0.002449, val loss: 0.002564
Epoch [1169 / 5000] train loss: 0.002340, val loss: 0.002564
Epoch [1170 / 5000] train loss: 0.002323, val loss: 0.002643
Epoch [1171 / 5000] train loss: 0.002355, val loss: 0.002714
Epoch [1172 / 5000] train loss: 0.002441, val loss: 0.002775
Epoch [1173 / 5000] train loss: 0.002475, val loss: 0.002737
Epoch [1174 / 5000] train loss: 0.002522, val loss: 0.002773
Epoch [1175 / 5000] train loss: 0.002501, val loss: 0.002699
Epoch [1176 / 5000] train loss: 0.002470, val loss: 0.002685
Epoch [1177 / 5000] train loss: 0.002406, val loss: 0.002556
Epoch [1178 / 5000] train loss: 0.002321, val loss: 0.002535
Epoch [1179 / 5000] train loss: 0.002301, val loss: 0.002565
Epoch [1180 / 5000] train loss: 0.002308, val loss: 0.002617
Epoch [1181 / 5000] train loss: 0.002379, val loss: 0.002692
Epoch [1182 / 5000] train loss: 0.002424, val loss: 0.002729
Epoch [1183 / 5000] train loss: 0.002503, val loss: 0.002891
Epoch [1184 / 5000] train loss: 0.002582, val loss: 0.002891
Epoch [1185 / 5000] train loss: 0.002674, val loss: 0.002868
Epoch [1186 / 5000] train loss: 0.002598, val loss: 0.002650
Epoch [1187 / 5000] train loss: 0.002434, val loss: 0.002560
Epoch [1188 / 5000] train loss: 0.002313, val loss: 0.002587
Epoch [1189 / 5000] train loss: 0.002307, val loss: 0.002709
Epoch [1190 / 5000] train loss: 0.002437, val loss: 0.002879
Epoch [1191 / 5000] train loss: 0.002592, val loss: 0.003010
Epoch [1192 / 5000] train loss: 0.002785, val loss: 0.003165
Epoch [1193 / 5000] train loss: 0.002850, val loss: 0.003021
Epoch [1194 / 5000] train loss: 0.002839, val loss: 0.002857
Epoch [1195 / 5000] train loss: 0.002569, val loss: 0.002530
Epoch [1196 / 5000] train loss: 0.002323, val loss: 0.002566
Epoch [1197 / 5000] train loss: 0.002358, val loss: 0.002822
Epoch [1198 / 5000] train loss: 0.002545, val loss: 0.002999
Epoch [1199 / 5000] train loss: 0.002749, val loss: 0.002988
Epoch [1200 / 5000] train loss: 0.002698, val loss: 0.002785
Epoch [1201 / 5000] train loss: 0.002558, val loss: 0.002607
Epoch [1202 / 5000] train loss: 0.002342, val loss: 0.002561
Epoch [1203 / 5000] train loss: 0.002278, val loss: 0.002649
Epoch [1204 / 5000] train loss: 0.002383, val loss: 0.002790
Epoch [1205 / 5000] train loss: 0.002477, val loss: 0.002752
Epoch [1206 / 5000] train loss: 0.002499, val loss: 0.002708
Epoch [1207 / 5000] train loss: 0.002433, val loss: 0.002619
Epoch [1208 / 5000] train loss: 0.002356, val loss: 0.002560
Epoch [1209 / 5000] train loss: 0.002278, val loss: 0.002535
Epoch [1210 / 5000] train loss: 0.002265, val loss: 0.002537
Epoch [1211 / 5000] train loss: 0.002300, val loss: 0.002616
Epoch [1212 / 5000] train loss: 0.002336, val loss: 0.002625
Epoch [1213 / 5000] train loss: 0.002362, val loss: 0.002657
Epoch [1214 / 5000] train loss: 0.002358, val loss: 0.002615
Epoch [1215 / 5000] train loss: 0.002347, val loss: 0.002582
Epoch [1216 / 5000] train loss: 0.002307, val loss: 0.002488
Epoch [1217 / 5000] train loss: 0.002252, val loss: 0.002475
Epoch [1218 / 5000] train loss: 0.002237, val loss: 0.002519
Epoch [1219 / 5000] train loss: 0.002252, val loss: 0.002557
